lambda,w_l,mses4_train,mses4
0.64,"[[150.55955315123128], [19.913196686767733], [-63.3897765019335], [233.51000903525448], [159.20279300117647], [6.004071768957586], [-29.570270788918254], [-129.39759277831286], [111.1630155479186], [252.81374816625694], [126.4188587605716], [40.17050345588309], [63.892238683918144], [38.32807681199936], [11.39676980024845], [-21.582708941632724], [5.6301087759835955], [32.34922788615989], [-16.116332881677923], [34.43121488916046], [54.18822768431442], [-2.4491962279287467], [46.449794118592266], [-30.774787169861458], [-57.181134333992986], [6.971958206128571], [2.048675381185626], [39.94813055064799], [27.624805180578214], [10.667687709438864], [33.87825787276941], [26.922923033128487], [0.027312900870280245], [44.09874111333354], [5.395127258779423], [23.787755113411933], [-17.285822489615935], [47.238364786158236], [-21.886801495506585], [-8.008979589770492], [-23.962619272433788], [10.199534513099648], [-6.330752251635373], [49.44388023900988], [-29.034860054649208], [-34.15228211612281], [11.774230895582523], [-10.471288068379183], [5.427564928757476], [0.920370226583879], [-4.9285417872865915], [47.663882567259485], [-31.17471200332982], [-0.9988943914958764], [9.660034913127022], [29.340770984128632], [-15.198345569689021], [2.1952408954846927], [7.36865055361078], [-22.870909566490393], [31.888405361234568], [-18.90675528369617], [-17.68742258563604], [43.99997531942505], [23.526387892514443]]",3038.332616,3267.030081
0.65,"[[150.53709207263373], [19.918675597298805], [-62.88553173101455], [232.36798601623892], [158.4568943273014], [6.11305942888508], [-29.25862286059527], [-128.92088024890322], [110.76438967122165], [251.52187638382384], [126.05488993209555], [39.87041311153823], [63.73824727731658], [38.27163307110423], [11.405573065202052], [-21.424424645931946], [5.58178978047156], [32.114340081910285], [-16.012364652386662], [34.36595017634223], [53.815363067730985], [-2.5690399884641955], [46.13491518902603], [-30.76938388456096], [-57.016310514774666], [6.769534659785088], [1.8549262486853342], [39.66068329975699], [27.464156305601886], [10.45319607033514], [33.61403339895442], [26.72791246691252], [0.03595948440451563], [43.848218923715194], [5.328649405677298], [23.682886640847144], [-17.231298355238717], [46.81130066360621], [-21.866977115550792], [-8.179490643411315], [-23.781129356845906], [10.12164056952142], [-6.368443455569798], [49.284570313139284], [-28.83350079356045], [-34.02876487056951], [11.59889686622257], [-10.45891175096293], [5.394280127117374], [1.060358292219611], [-4.942264820543161], [47.35230747423494], [-30.84279453792357], [-0.8103198991432167], [9.754554830685407], [29.27752293891955], [-15.178142765174783], [1.8984563898455824], [7.370346817286173], [-22.692829898891965], [31.738328783452683], [-18.992880123098058], [-17.382488696943547], [43.90873574721011], [23.473117378160126]]",3044.324949,3273.084071
0.66,"[[150.1785877229178], [18.89905961892443], [-66.92301787052423], [233.4733073597964], [158.74718618221127], [3.6309583618555217], [-33.14787543936745], [-127.78691551720695], [108.56855367142236], [253.02143533318724], [124.3457330204915], [40.59808043770384], [63.25499946883714], [37.561156334230496], [10.420212030624116], [-23.59707858149859], [6.393203695490926], [31.801197413516867], [-15.287823157164508], [35.395803604462486], [54.18135020681185], [-3.336852956336911], [45.69886146529504], [-31.88679953708517], [-58.76701679935934], [7.235904357658517], [1.559923207961294], [40.39038091707984], [27.86780530532672], [9.705428060221905], [34.54021529825412], [26.266887430848488], [-1.0763836341249202], [44.70284192588628], [4.433643713375031], [23.803536889905896], [-17.61764626336582], [46.89724423132085], [-21.27175672719126], [-7.35748067946435], [-23.370658155343204], [9.576883475348263], [-6.599039133594884], [49.34580859037587], [-28.20977830509363], [-33.0796005268006], [10.380350913687487], [-8.531092970151432], [6.594855407402402], [1.0715636365027126], [-6.413309543067318], [47.64625030943937], [-31.959723006223605], [0.12320559630580064], [10.649662002754203], [29.14921012740451], [-16.331593053773034], [3.7040108239500467], [8.336259958218486], [-23.27784877650558], [30.67838221158805], [-20.149218120300244], [-16.378059256893856], [45.44748033797947], [24.893461591482474]]",3041.330581,3281.621963
0.67,"[[150.2494261917601], [17.54306490379787], [-73.85167336050124], [237.85595942367334], [159.7373739765281], [2.58688700264899], [-37.009564769906284], [-125.61373852227976], [107.42168950975714], [258.2023697123438], [124.12531331512872], [40.41580549145817], [64.27459758287891], [36.142472397320994], [10.77070531397349], [-23.598465514825413], [11.918070700939749], [34.86642091103815], [-17.165130193088917], [32.70916482183157], [52.84420944812577], [-8.441803007615086], [43.17017748914245], [-35.14017025630037], [-63.87555291154713], [13.786948236767438], [-4.695451432048094], [37.14685316363125], [23.489721424790606], [8.087383186080718], [34.10307718272651], [28.802149887158276], [1.3862484967630815], [44.268445150613665], [6.617609426392163], [25.271978616705393], [-19.618495479505373], [44.5343030934583], [-21.283621647655103], [-5.353925751276839], [-25.442468434538743], [10.27667650514438], [-9.35899785343512], [47.03038245774615], [-28.21709334994583], [-33.44771977838479], [12.225488020959311], [-9.672477485750171], [4.774539667401177], [-3.962510796092403], [-6.582490484371837], [47.890638785668585], [-31.765377931746983], [0.9336434517009425], [11.530864575637791], [25.36865103059098], [-14.598082038380554], [5.4574061446648425], [10.524592609199797], [-28.601548807438757], [30.725649013528802], [-19.855013145747076], [-15.662299975266311], [45.86429165742492], [21.829855231815706]]",3031.027044,3284.811341
0.68,"[[150.1865664318288], [15.369184175427476], [-76.66886725384603], [239.1822531441593], [159.62286654941195], [1.3092476611721096], [-39.06282886084409], [-125.46482863744743], [106.34303643693009], [259.81383891178245], [124.25957177061004], [43.08991732473777], [66.61049681040187], [36.91096526429044], [12.134279751918898], [-22.784811051582263], [13.003030888691963], [34.6947748815263], [-18.937221590453195], [29.385439656665373], [54.315767033556625], [-8.05475675336502], [44.930398976122596], [-32.87289916592215], [-62.303250970812755], [15.624491309265158], [-4.888241539858956], [37.87686601430108], [23.068166839944514], [7.894374117399412], [33.85289835314655], [31.17059285948569], [3.6637152321113327], [44.74433975576824], [7.861626626301237], [26.41654922911116], [-20.805480077797814], [44.43718364972795], [-20.701619658976846], [-4.313561765542642], [-25.956051656924483], [11.097588566882518], [-10.251233911941831], [45.97170878273699], [-27.36474136271103], [-33.33754118240859], [14.329498778951502], [-11.365528408759099], [3.509320919478926], [-6.358049755412703], [-5.807841711734952], [48.933485612422466], [-31.423290237458808], [1.7032603323546178], [11.496037594716366], [25.179492282168713], [-14.224878001259299], [5.30082132766418], [10.59494748070881], [-28.767038912384994], [33.0680427063989], [-17.168314510919263], [-16.475209351722093], [43.738601204169996], [18.57432658881597]]",3027.107411,3282.717607
0.69,"[[150.1702601162465], [14.308198200002636], [-77.35871637313315], [238.69285947057773], [158.93695786540772], [0.6893134096484412], [-39.74264804765638], [-125.10631213458677], [105.4739810212314], [259.3352455603213], [123.89067166418819], [44.30884193107704], [67.48048672410867], [37.28556819492866], [12.707007028689151], [-22.363366641795658], [13.087504402805044], [34.232690381554725], [-19.583891739631788], [27.885680573784665], [54.975855428687076], [-7.438080526896542], [45.85852951215534], [-31.38848061255596], [-60.93526902657619], [15.970824051615844], [-4.479036588922111], [38.39199191950333], [23.148986309690244], [7.890378086891437], [33.66539081420545], [32.03345337641168], [4.568269171169872], [44.86787259327763], [8.266518286782654], [26.791315552746127], [-21.167507227064753], [44.43918256829119], [-20.335285848688713], [-3.9343301074175074], [-25.97728190975711], [11.417107122829616], [-10.430733037732798], [45.496177040412356], [-26.82331219883574], [-33.12013988693066], [15.150912746918298], [-12.041649679505761], [3.048744142711771], [-7.10720283107318], [-5.441658021698732], [49.266457122178565], [-31.194630878229145], [2.035593353032586], [11.393942078454643], [25.291958788778953], [-14.170688807245387], [5.080187844392381], [10.437845836659735], [-28.355248827428355], [34.08038475848521], [-15.847442347542122], [-16.84844850866579], [42.54390487519323], [17.18135348550483]]",3030.658679,3286.560481
0.7,"[[150.48482120362814], [20.251506116930823], [-58.16492348109026], [224.535024693526], [153.44916328496794], [7.584686628297011], [-25.843066316676207], [-125.89244166798146], [108.93833566678983], [242.52428083114194], [123.96383650747606], [37.61841356797058], [62.559908357131064], [38.221984058741064], [10.89037724399198], [-20.16588384494648], [4.829792948355478], [31.036043336941912], [-15.092619326567009], [34.383629059528516], [51.40146771612644], [-2.198390942466125], [44.90458444427912], [-29.719405536769507], [-54.74458921965274], [5.613687788552593], [1.820454620605752], [38.010911122264694], [26.937663403041338], [10.3616943382649], [31.842508206326652], [25.506141294292465], [0.05944021860056772], [41.84606756709083], [5.272203929868656], [22.751883563021224], [-16.168075330798022], [45.59826986584247], [-22.080035497438377], [-9.314989645165333], [-23.687144227262568], [10.18798141477488], [-5.426451770074307], [48.76878248867059], [-28.190633813743464], [-33.680962532710566], [11.42295269253082], [-11.05147917616696], [5.2135316781942], [2.4356038196430125], [-4.795564644789235], [45.33720144776848], [-29.476924448143187], [-1.3032147139714425], [9.35298877084514], [28.683252111830864], [-14.786255281272199], [-0.0757668672599888], [6.605180320232152], [-21.70739528703803], [30.471697503498675], [-19.225902526342516], [-16.660099362452417], [42.807934999090094], [23.474011432096912]]",3084.834375,3313.279286
0.71,"[[150.48114378057213], [20.33396051577067], [-57.34574441705134], [223.13647720644641], [152.572776723641], [7.823920586811665], [-25.276019623738943], [-125.3581574093906], [108.5846924481759], [240.93272651436243], [123.56669926996966], [37.220564938281136], [62.335775278803695], [38.16960693127577], [10.824127720821814], [-19.956611407742677], [4.71893235026505], [30.797800905059876], [-14.973952855182036], [34.32845178810139], [50.98241528337744], [-2.1786005982713377], [44.62716109034646], [-29.597901915111006], [-54.39957091072339], [5.360343510521069], [1.751324267438661], [37.69826858400842], [26.805441775583745], [10.289714442501797], [31.54152860245357], [25.253283954481955], [0.046137740464779094], [41.49012685754762], [5.235448049877519], [22.597400377158312], [-16.01241251736478], [45.2707622335737], [-22.11487725982556], [-9.53986953537524], [-23.591789419317298], [10.158563225382599], [-5.344945204079749], [48.634491968614384], [-28.066411828279417], [-33.614023404170446], [11.311392141900672], [-11.124159615035577], [5.160072365535037], [2.648396929172551], [-4.792623628435177], [44.993592903658225], [-29.196049240000796], [-1.3123759547165226], [9.295332843002699], [28.60744162686475], [-14.743730045105085], [-0.46369036297868105], [6.469107970209013], [-21.505342649823948], [30.283740539128303], [-19.27262393362832], [-16.478015965698404], [42.60124679298949], [23.419132494444003]]",3092.299044,3320.753964
0.72,"[[150.46558534924483], [20.38873532459465], [-56.500664849258996], [221.7355441690441], [151.67075703757803], [8.069826207414323], [-24.672892349886084], [-124.81602775809182], [108.25437444593868], [239.3186506431957], [123.17761750579412], [36.807612241588785], [62.054655118216495], [38.12428187752], [10.765474150411615], [-19.70746473828597], [4.5370358985387105], [30.64367592552638], [-14.766017425803502], [34.342306222541126], [50.54875733337935], [-2.1680426228128487], [44.36442696577056], [-29.468316075992742], [-54.0419368289012], [5.15244037485917], [1.7663938889777155], [37.383263560535276], [26.690444920110018], [10.247157553005202], [31.23849644109234], [25.050978706240546], [0.04866164619192431], [41.12350079616797], [5.240400604205079], [22.43395771687428], [-15.81116406368899], [45.02796156815132], [-22.151061925802647], [-9.708692501228768], [-23.550453104193387], [10.119649565310112], [-5.2049806065361155], [48.48042195934054], [-27.964529954977106], [-33.51698361396981], [11.25929876756141], [-11.15898468857728], [5.12948689174657], [2.8653586176919124], [-4.707406429746347], [44.62348552807931], [-28.94244797327916], [-1.4042460575135935], [9.238787504698822], [28.4978749671635], [-14.63437170599332], [-0.70557186633555], [6.3741028277167455], [-21.31817960452406], [30.015231470988628], [-19.31344412571708], [-16.352781662431013], [42.434089889313825], [23.445624310318635]]",3099.875958,3328.271685
0.73,"[[150.45643076160462], [20.463075668879956], [-55.724473041016864], [220.36346026891124], [150.81419386572804], [8.315628736047834], [-24.122603599507475], [-124.28186212241837], [107.9045191582915], [237.77217524601227], [122.77287909983832], [36.416088013714756], [61.85852714649438], [38.0786250469197], [10.708567736668693], [-19.49169583978197], [4.464071014775427], [30.414467248214653], [-14.668615522834997], [34.301939216808314], [50.125539873135345], [-2.1281943471589986], [44.093843704585105], [-29.3271129214071], [-53.69263052513323], [4.913721834477847], [1.6643169823927244], [37.08483677913322], [26.566210035639873], [10.184058031158182], [30.94122583735817], [24.807569782659574], [0.05120158919646157], [40.795286834980516], [5.194718136011697], [22.27811841023462], [-15.667551068255246], [44.7087993343179], [-22.140985537169914], [-9.910417618340865], [-23.448418181703264], [10.130577790962608], [-5.107296685661338], [48.39643637761066], [-27.809079416837353], [-33.446282493736554], [11.141510621529106], [-11.245261463305772], [5.091039121324926], [3.092782858194461], [-4.7152667411391835], [44.261099827788236], [-28.62288154485918], [-1.361876686125966], [9.224504227931398], [28.394837944776853], [-14.575601067222538], [-1.109045079642709], [6.267748752884666], [-21.142672153689244], [29.845573265314723], [-19.38070281486606], [-16.1328342915606], [42.25776525874419], [23.397378274514644]]",3107.28567,3335.672723
0.74,"[[150.4465930424883], [20.534812524562078], [-54.92732421531026], [219.02953559584677], [149.97204665670253], [8.536949238825178], [-23.570486124493446], [-123.76624816195671], [107.5772444520084], [236.2511532252476], [122.37699925951635], [36.03464115953103], [61.58027321623815], [38.001383004866156], [10.655284100110414], [-19.26820085477121], [4.3164855714278145], [30.246828557046367], [-14.513237753935245], [34.270842734188605], [49.73797631944776], [-2.108590419773717], [43.82983337443706], [-29.218487265237233], [-53.36346643411253], [4.687992838645217], [1.6672043133128318], [36.79052747558844], [26.444604887919606], [10.150345065453976], [30.67693870794864], [24.592111467060864], [0.04034321452656746], [40.43580620081999], [5.193076279929195], [22.133188808851774], [-15.48526969405936], [44.4396759886545], [-22.171757427691592], [-10.074176499777233], [-23.386999265098737], [10.09158867224354], [-5.008623378752199], [48.23762794544175], [-27.724228879725214], [-33.36357679081652], [11.051460342298101], [-11.269093230823263], [5.046315813114383], [3.2762966496019876], [-4.652535731214243], [43.93017509664925], [-28.381322951442833], [-1.4313918731127533], [9.149698874004203], [28.301302772256804], [-14.487230115815956], [-1.362234721588895], [6.154889934637912], [-20.964033776559436], [29.618903909688203], [-19.413591005447433], [-16.009575936368194], [42.07388795836472], [23.37967964360989]]",3114.602616,3343.068157
0.75,"[[150.30644969006784], [19.686177263594526], [-55.03806844584184], [215.26043575752837], [146.93984507442738], [7.893697899403884], [-24.17673164065735], [-121.22290780781043], [105.05081444228621], [231.83534958753174], [120.95706309846709], [35.73209912700043], [62.4342959200389], [38.34525897676953], [10.199977967868959], [-19.429671791649735], [5.502120791602728], [29.195710212871205], [-14.267683737676224], [33.88086370928708], [48.61403967023405], [-2.6757778374828183], [43.14084999459922], [-28.97049633008652], [-52.91894625513365], [4.5771228876795265], [0.44353690296901394], [36.02121041767234], [25.972038302688066], [9.202489152382853], [29.762600312544265], [24.228001371630068], [0.4524383787982904], [39.41333861226468], [5.282728048792894], [22.41892311421429], [-15.541616274711377], [42.923557264393466], [-22.170225355109157], [-10.685848326077906], [-23.477301487162055], [10.447429191711995], [-5.108357999474566], [47.97734930312132], [-26.42704246408812], [-32.82878335781111], [10.639242957624285], [-11.389951133847056], [5.110332261013889], [3.6505518891871076], [-5.649417477467695], [42.987254898435495], [-27.47140263328698], [-0.2838612032038056], [9.79598976372351], [27.778636919348], [-15.023095701961786], [-2.9685035931838692], [6.330605554718092], [-21.00851850105965], [29.044079949924363], [-20.027352968558134], [-14.225486142720277], [41.961251148464505], [23.03015626228803]]",3136.868704,3372.830078
0.76,"[[150.41158440439472], [20.765311163659145], [-53.34689663743352], [216.39162438790612], [148.3825904463523], [9.016758137992541], [-22.48647500555705], [-122.78933656942188], [106.950218627548], [233.30143732194537], [121.57826292827062], [35.28072117370048], [61.12176692153605], [37.81780087558799], [10.58849979358981], [-18.828688897998923], [4.177802191829518], [29.82848536613996], [-14.376018383210997], [34.14713413595547], [48.997815707846385], [-2.0151547513412402], [43.2539001872585], [-29.038702912640822], [-52.74377950842279], [4.091537282198063], [1.5140952175341527], [36.2253538229285], [26.18907860065298], [10.083756951897929], [30.202705097300697], [24.08044623237298], [0.01823186861042615], [39.72436235629367], [5.140913198313231], [21.88416729569086], [-15.169733913420835], [43.74304336552061], [-22.15638703437794], [-10.452447204160366], [-23.155274607794258], [10.099846907208814], [-4.8916393692029665], [48.04169761262515], [-27.493746308259187], [-33.23484694432572], [10.678769566534699], [-11.332635311669542], [4.949632765867049], [3.6848272549612764], [-4.634068103064712], [43.253125996634466], [-27.737133102593546], [-1.3359247888452215], [9.075061349843988], [28.120216807053847], [-14.347078689560542], [-2.110444324944135], [5.92367049584849], [-20.62841388880939], [29.297492667016314], [-19.575011550783454], [-15.575312602870394], [41.735791350142264], [23.25149809432901]]",3129.054479,3357.776075
0.77,"[[150.4330401799294], [20.774141166474443], [-52.67461316549084], [215.1145288491442], [147.54425736210914], [9.20421937194438], [-22.006027979814043], [-122.24165329537206], [106.584785544361], [231.84655351038606], [121.16507914566097], [34.92507033600223], [60.881066986014865], [37.77600624942855], [10.4966262700929], [-18.64744765342077], [4.052899945116817], [29.658505090961032], [-14.209965842100678], [34.1380094144143], [48.594933458043535], [-1.984990601061155], [43.03763907098692], [-28.867817823936317], [-52.39221399720213], [3.973002722500707], [1.4997863890233891], [35.95272925805157], [26.086732452096676], [10.041908991081385], [29.911397380764406], [23.896429681177338], [0.014610958427352785], [39.43728076220521], [5.112372188238645], [21.711327883666797], [-15.017456879365271], [43.5542456012672], [-22.161483335271416], [-10.587198989106986], [-23.117460392315238], [10.079964717444946], [-4.746939362166765], [47.91454908934156], [-27.373172990462002], [-33.145358010361925], [10.675134784761516], [-11.40600283253361], [4.928604552201587], [3.867431920951605], [-4.606169786592702], [42.930189259306005], [-27.54139888913824], [-1.4183829261970793], [9.021178586099955], [28.00485204619691], [-14.277854325625874], [-2.3433927177056177], [5.829167190648543], [-20.47275091042982], [29.07815979452549], [-19.580573121247113], [-15.47659402459653], [41.553799766879436], [23.252189661705067]]",3136.231799,3364.950252
0.78,"[[150.4084202496255], [20.81105372170916], [-51.978187055772295], [213.8494987951795], [146.72909110189153], [9.408266257731587], [-21.50920062491811], [-121.72114747818426], [106.24359802448586], [230.40941295763213], [120.77003442808662], [34.56154032878575], [60.640756845332746], [37.71979947439988], [10.434400212692132], [-18.447406674936047], [3.9368608587996414], [29.48531033847571], [-14.067709728256178], [34.10898464309462], [48.19604142141678], [-1.9764788433071603], [42.79096907441356], [-28.736460158550916], [-52.07200910220223], [3.8184596837334226], [1.4538790223359035], [35.665371368048774], [25.963949255324003], [9.982536641690567], [29.62858747894725], [23.702445135028928], [0.015089158905649396], [39.14016201875973], [5.085508004435846], [21.550956236014372], [-14.873383390135615], [43.308242730934204], [-22.166463349449376], [-10.735319011971827], [-23.047695252178197], [10.05142212101669], [-4.641935256662497], [47.77827263743577], [-27.25432406681969], [-33.06041270357493], [10.628569081576364], [-11.46667442138884], [4.893021397040285], [4.041189492287171], [-4.569903597965437], [42.60504795012755], [-27.304066604964735], [-1.4584987633664654], [8.980810558501961], [27.898945137534866], [-14.200430223010741], [-2.6007795113800602], [5.741169290240745], [-20.310235873883233], [28.878305503397], [-19.598986047032742], [-15.344851877971557], [41.37877863142155], [23.229851408480062]]",3143.42874,3372.315073
0.79,"[[150.41230140877366], [20.890093609774], [-51.24812104855481], [212.59035650632742], [145.9480241910278], [9.614670799046579], [-21.010513814092207], [-121.23270070268542], [105.92406613664775], [228.98858223447652], [120.38127130821391], [34.208606519936254], [60.40878963566805], [37.64187512059394], [10.38409341093059], [-18.248726915456796], [3.847399576366432], [29.30113600137605], [-13.964282124568651], [34.06578472558573], [47.83891478068963], [-1.9402606425326456], [42.53388590545155], [-28.63599715772965], [-51.76667628318492], [3.574720875654387], [1.4149303147313979], [35.39773106924763], [25.85012518737299], [9.951745765826459], [29.393360834800937], [23.478485902079886], [0.004632315957849752], [38.80482107750025], [5.070093096601367], [21.425905996450407], [-14.71403659291738], [43.01980712997072], [-22.172343410499597], [-10.900580367613388], [-22.96558666475047], [10.041794348515147], [-4.563487622496039], [47.66348954379552], [-27.150715128517152], [-32.987508928221835], [10.496192528020545], [-11.492909626129181], [4.855092397216151], [4.227864410698145], [-4.549983330242456], [42.287295157902356], [-27.04010370688568], [-1.4625999543460066], [8.931364744566247], [27.807740526357723], [-14.133024234518052], [-2.903321815302535], [5.634002072283325], [-20.151341714389496], [28.69416449102763], [-19.656434920900566], [-15.175456756750942], [41.21384748170249], [23.192090733068984]]",3150.516476,3379.524039
0.8,"[[150.3718091213987], [20.89355366187927], [-50.24848058397841], [210.98033367306203], [144.84155618579965], [10.004182003308], [-20.27512141507933], [-120.74664870594586], [105.60491807997334], [227.0389059091276], [120.40392638616815], [33.868160312909566], [60.850680865416585], [37.956395510193346], [10.631014443429644], [-17.716587665338295], [3.977224525109387], [28.92073519121276], [-13.985345237531174], [33.787333328012515], [47.28268014602977], [-2.1530823426278602], [42.212753885132294], [-28.518784175733238], [-51.388725713814814], [3.1701092655652823], [0.8906727154693483], [34.89687906073463], [25.55923542206189], [9.530768057050757], [28.817464370846288], [23.38898070415617], [0.39359356803463125], [38.28262282385647], [5.214438916363566], [21.504607121308155], [-14.704723657285367], [42.14701918550998], [-22.276774666685267], [-11.412904168014038], [-22.830682188263086], [10.168315200785996], [-4.704686002299541], [47.56013468704296], [-26.71296374550785], [-32.94141392459657], [10.366862495833614], [-11.828165558651182], [4.633134430043391], [4.471089400517418], [-4.5137036245254345], [41.773688183114814], [-26.159601349653105], [-0.9095349128845253], [9.220761773086046], [27.75794192258507], [-14.051040629087368], [-3.9749092660810295], [5.644103284919246], [-19.872176474650914], [28.735981913471562], [-19.791212581513726], [-14.45244856927689], [41.02965966854533], [22.83713703485386]]",3159.42958,3387.873214
0.81,"[[150.37916124801507], [20.961041987337232], [-49.89451807723755], [210.1522424202658], [144.3758477006088], [9.99302142076814], [-20.060223362492284], [-120.23974117869274], [105.26577312388434], [226.20628770878332], [119.62104295523804], [33.516134472661115], [59.93646290094114], [37.528666791351455], [10.270095573564038], [-17.862819280613028], [3.610606205876981], [28.968044065472956], [-13.68612734047247], [34.00259980645824], [47.09385915192446], [-1.9344411497554563], [42.05186004910257], [-28.407742103642857], [-51.16192007267161], [3.2364972502461606], [1.3472523909287746], [34.846126941442236], [25.616291009930727], [9.837679252526717], [28.87142653193961], [23.107744766723318], [0.008204494782906493], [38.207835251200756], [5.0395314054769065], [21.142873680716512], [-14.418103708234424], [42.530789689452845], [-22.198915956495895], [-11.197195593744567], [-22.823964125966015], [9.969140524748234], [-4.380452480261987], [47.3756843085556], [-26.92749869404778], [-32.81245800123951], [10.372648481490122], [-11.57289793307961], [4.788400864467248], [4.560792301905826], [-4.473229018624699], [41.66119736037045], [-26.58003184849994], [-1.5408352167193688], [8.84538184282846], [27.616128519153193], [-13.9857467224957], [-3.3884245609354746], [5.4601760419033845], [-19.827935764916298], [28.293314697631445], [-19.698158712739783], [-14.911532774557788], [40.87846303044506], [23.14803788863228]]",3164.618742,3393.966743
0.82,"[[150.37204999611012], [21.060828981212303], [-49.15166120205636], [208.84387301003449], [143.57033095929327], [10.203611803727966], [-19.580994619781617], [-119.75822329237243], [104.92185208445665], [224.72334682082374], [119.30539070484984], [33.186795892280394], [59.8784722012906], [37.50850302138108], [10.256947798665099], [-17.658867466869065], [3.6362080335631664], [28.684412448099526], [-13.662565121731975], [33.88933273126106], [46.72714795002383], [-1.934169816759218], [41.76677777108234], [-28.341566650974848], [-50.882309513026314], [2.897007377371771], [1.167244489805952], [34.5543550327065], [25.470492208300232], [9.719906887917213], [28.600865660406985], [22.847122410016716], [0.03597404728737781], [37.82872524540774], [5.0204628583968915], [21.07872749251168], [-14.314538981046763], [42.059423570139806], [-22.22781488320947], [-11.468696960259145], [-22.70318594953361], [10.000344759816223], [-4.388902148533281], [47.2977399828526], [-26.75652861803491], [-32.76865870802864], [10.154566368482888], [-11.647319181955273], [4.713705649881775], [4.769038513224388], [-4.534649815083711], [41.337203925549055], [-26.194531064827494], [-1.3685934428266047], [8.860154686103144], [27.565004051144424], [-13.985459539616258], [-3.937991016519996], [5.346867442434101], [-19.646669648149935], [28.1941114314669], [-19.81714057845167], [-14.573386114859149], [40.71508865712045], [23.019915307814475]]",3171.993796,3401.689756
0.83,"[[150.35988915842628], [21.078641892662795], [-48.54609819572005], [207.71969411380368], [142.84922490697178], [10.386367444731537], [-19.121155748543835], [-119.25722516510983], [104.61667401879448], [223.47832472540762], [118.84720775048888], [32.84248642031706], [59.499629905766575], [37.38320015455837], [10.174089477586998], [-17.476525322070664], [3.453935263414003], [28.611636392054145], [-13.488237569592819], [33.904297970232186], [46.37023036913956], [-1.8656508373336287], [41.56931496858375], [-28.16270176577886], [-50.54745106194742], [2.8636078597458594], [1.240167000035394], [34.32427774293906], [25.38216321020619], [9.756064728760345], [28.37226647944733], [22.695042069694615], [7.795715454945453e-05], [37.61462660855427], [4.981312502690102], [20.86150303418373], [-14.152554545130066], [41.99387342521776], [-22.175033359561965], [-11.47829053125185], [-22.66528654862727], [9.962616499831396], [-4.210867828342063], [47.15836136516196], [-26.704484006372777], [-32.67148043659035], [10.197427992727203], [-11.679987857063297], [4.706077253441385], [4.893210163363123], [-4.43076388779436], [41.05284586176223], [-26.076937207574836], [-1.5439911692024224], [8.769255458035063], [27.418820124979323], [-13.845312180420684], [-3.953692097311047], [5.275143917683254], [-19.52715089309871], [27.968391225867407], [-19.764322770283965], [-14.609309428853535], [40.54175748201573], [23.05733245376256]]",3178.6988,3408.459749
0.84,"[[150.3798708112065], [20.706860576671087], [-49.60356564420879], [206.51748922942807], [141.64806622932315], [9.83376344383629], [-20.09071816507853], [-117.70311712570835], [103.19191583334701], [222.10619778530864], [117.91954515126478], [32.37169682148297], [59.56385059706209], [37.08902036697411], [9.790664895921536], [-17.86908056812034], [4.651221976355497], [28.529371402732295], [-13.31550327151065], [33.88087979118215], [45.502683068342705], [-3.060189951557439], [40.51625051015917], [-29.035507591876662], [-51.541302246502696], [3.4652933258532665], [-0.23325065373575699], [33.46252209854736], [24.60605480497585], [8.95804358255423], [28.042265208333514], [22.48707280629675], [0.08293727740184798], [37.12539313408447], [5.03143958245091], [21.04744029122698], [-14.359631428417073], [40.864525155576835], [-22.17031716611359], [-11.522615232525025], [-22.75186359012073], [9.955546900561407], [-4.645464913819692], [46.775557224440064], [-26.1501461617339], [-32.34329975887551], [9.748268332121233], [-11.358934807533664], [4.7724975286107405], [4.652672454849182], [-5.126198436825722], [40.5316780562319], [-25.73080182585836], [-0.8244772276696589], [9.330897163739271], [26.69641305561243], [-14.001893160223945], [-4.1584900435207715], [5.802701947883366], [-20.264780443766195], [27.280289543763732], [-20.49606561718046], [-13.421722305142811], [41.0237247172061], [23.04941235905582]]",3188.134569,3423.456322
0.85,"[[150.61060472325877], [19.389044628316512], [-54.89529278102929], [213.17959527185394], [145.29153598853117], [7.99501313149937], [-23.96435270134645], [-119.78147113200177], [103.94364989668611], [229.5972844092013], [119.85683808290925], [35.02302244944364], [61.99431550752953], [37.88196682332574], [10.164166393815712], [-19.033097528528167], [6.098888750271775], [29.26948023950628], [-14.39366771894709], [33.22250368928582], [47.62800715563175], [-3.424222327797467], [42.22350932791448], [-29.14166497419269], [-53.02156608103668], [5.234750876168764], [-0.6275913369905433], [34.955269765073815], [24.98437767820638], [8.865868836768609], [29.149297687674142], [24.262920741551806], [0.8566184560745246], [38.626992703342516], [5.576218903720905], [22.33313243680799], [-15.594578132254608], [42.00708858857316], [-22.101693873511017], [-10.573659202785503], [-23.747185172556453], [10.506527718562815], [-5.387978656809234], [47.2532928079883], [-26.17570412120559], [-32.67742689169541], [10.706142481083974], [-11.674551168133625], [4.699215004383387], [3.0867935293362363], [-5.584165668908576], [42.29796039144948], [-26.976699092190156], [-0.21049260010016302], [9.810213305786107], [26.830687989046858], [-14.59226291654497], [-3.140207593119012], [6.465331673235831], [-21.634241156650386], [28.61047447988], [-20.034543090226613], [-13.92163885662399], [41.552482770570464], [22.359765873555045]]",3150.503696,3387.956776
