lambda,w_l,mses3_train,mses3
0.8300000000000001,"[[150.3598855243739], [21.07011951116708], [-48.56816683444181], [207.75958077964506], [142.8664604172359], [10.362148629820885], [-19.145768355509546], [-119.27041592491273], [104.62095883078251], [223.51190380960142], [118.85518904034603], [32.84891637914992], [59.47174580965259], [37.37814570111924], [10.167668628464405], [-17.49165734556219], [3.422828824182285], [28.63393678217197], [-13.454790423662352], [33.92391469403388], [46.38629802051057], [-1.8910764327834233], [41.56722131599563], [-28.195760562098897], [-50.580051881960344], [2.866926888272303], [1.2736198501566944], [34.32717605195005], [25.387103046126406], [9.753358552832472], [28.39269357255494], [22.708021051945487], [-0.009886844563050667], [37.610619825819796], [4.994728003350617], [20.871714590487095], [-14.138057655071698], [42.01417230638367], [-22.196031797306254], [-11.469040748733361], [-22.6750038325389], [9.930048347692821], [-4.216756706826658], [47.12930952082082], [-26.723046570282794], [-32.65685865458063], [10.195668153333889], [-11.635757973291167], [4.716829772800432], [4.884186374124613], [-4.4160467226418305], [41.063077021283256], [-26.11315482074814], [-1.578566690463397], [8.758256500273951], [27.4261184144248], [-13.84580605759296], [-3.886742708306103], [5.282525074188102], [-19.52689748221253], [27.93304671939254], [-19.765875864757362], [-14.632642533155764], [40.558337371490445], [23.086944655293195]]",3178.5120054350027,3408.313183529302
0.84,"[[150.35019919141803], [21.119813976268816], [-47.925760597996465], [206.5908762387495], [142.12725186950757], [10.540574585420437], [-18.701901039350368], [-118.79275947786965], [104.30196034532491], [222.19442663422655], [118.47140974303458], [32.5210118715916], [59.2384029322132], [37.30108283287062], [10.11506571206539], [-17.311916326105663], [3.3322121596851564], [28.47063485372972], [-13.344725941355032], [33.88364535017567], [46.04091316754354], [-1.8708645729706568], [41.32854581144213], [-28.091304704975908], [-50.29524837648802], [2.688394267428497], [1.2349768250175814], [34.072469205187], [25.2742428201507], [9.713237193049583], [28.160902152026264], [22.5138543646531], [-0.017908868664164856], [37.321845919247444], [4.9729206609642675], [20.738809529242797], [-13.99948195832512], [41.764855265479305], [-22.19171966196508], [-11.600930344357494], [-22.597435036971614], [9.909196179838379], [-4.136723716508217], [47.0052070052315], [-26.620231728272117], [-32.577793297318955], [10.107286684158435], [-11.665427162075467], [4.683983518038077], [5.04068768354939], [-4.389965866125132], [40.7681312354141], [-25.88429599307965], [-1.5969176548476547], [8.715651475888599], [27.33026259813164], [-13.775965424929762], [-4.1276166808534], [5.195965830061964], [-19.381434723793923], [27.75509574376697], [-19.796297580053487], [-14.495296892391792], [40.39982393263349], [23.05524282569168]]",3185.3866000791004,3415.4241542838904
0.85,"[[150.34050522201233], [21.167739459500567], [-47.29504632810613], [205.43747715975272], [141.39730170052619], [10.714616393151191], [-18.266713825385086], [-118.31925136991252], [103.98479844360551], [220.89494798459197], [118.08929377888357], [32.197962397816674], [59.00558904688535], [37.22283721935245], [10.062791280170428], [-17.13538719587443], [3.243202733903759], [28.310166640029866], [-13.236069022493245], [33.84302910785192], [45.70048569668249], [-1.851349555155057], [41.09228886024328], [-27.98850974812385], [-50.01490910039086], [2.5141430877308935], [1.1971972145972023], [33.82125335685222], [25.16225670138551], [9.673777282519206], [27.93309335155258], [22.322534413263725], [-0.026265249828898662], [37.03762144924246], [4.951195327411316], [20.60732948844147], [-13.862991384531991], [41.5191350374937], [-22.186209972028394], [-11.728724800787806], [-22.520219999670367], [9.887867997345518], [-4.058200242467066], [46.8810786664278], [-26.518876536092066], [-32.49866566877548], [10.02015877376681], [-11.693140796177559], [4.651794537631184], [5.193243515319138], [-4.363982089276732], [40.477500113633624], [-25.659593376414602], [-1.6155216742665583], [8.673270474318286], [27.234717301261902], [-13.706477132109846], [-4.361547100869702], [5.1112781569576935], [-19.238523516524232], [27.578984708402228], [-19.825181861220567], [-14.36072677016887], [40.2431294423888], [23.023633127422926]]",3192.217610437456,3422.5071240311017
0.86,"[[150.33080455810932], [21.213940315288813], [-46.67573390358184], [204.29905037118021], [140.6764095132699], [10.884393427787199], [-17.83998837393186], [-117.8498334797178], [103.66945814011453], [219.6130621445153], [117.70886459917818], [31.87966879093876], [58.77336265960567], [37.14348222670484], [10.010850776909379], [-16.96198652033604], [3.1557736854397875], [28.152447062761134], [-13.1288011394394], [33.80207240863493], [45.364906543435964], [-1.8325100156295537], [40.85841680877994], [-27.887325422833143], [-49.73891956714087], [2.344046605456768], [1.1602432589632123], [33.573454147617504], [25.051135149983594], [9.634952755256379], [27.709161183416285], [22.134001848392593], [-0.03492912913684698], [36.75783363718409], [4.929557443284725], [20.477259990956846], [-13.728544766788259], [41.276914980594775], [-22.179547572337555], [-11.852557934554046], [-22.443362746926777], [9.866094647021153], [-3.981153975572865], [46.75695401267512], [-26.418932855286315], [-32.41949452466488], [9.934254788422908], [-11.718977022666508], [4.620240461020236], [5.341966937728203], [-4.338105433787492], [40.19108446190895], [-25.4389266715277], [-1.6343430965924526], [8.631123977750189], [27.139493339426053], [-13.637351084826623], [-4.588770533973773], [5.028410560446935], [-19.098098768616392], [27.404694849912353], [-19.852579186531514], [-14.22884029412441], [40.0882131772767], [22.992102339220743]]",3199.005514201186,3429.562068590708
0.87,"[[150.32109809577113], [21.25845964184952], [-46.06754251370339], [203.17527301470022], [139.96438120842933], [11.050021032181832], [-17.42151330165652], [-117.38444879563825], [103.3559247002958], [218.34837632583762], [117.3301434493551], [31.566034464841813], [58.54177806315522], [37.06308759499288], [9.959248985654142], [-16.791633730545517], [3.0698982532444643], [27.997394581002315], [-13.022903648496827], [33.76078192903872], [45.03406993267502], [-1.8143252884895489], [40.6268965514213], [-27.787703451022868], [-49.46716923222654], [2.17798292899308], [1.1240793844341321], [33.328999437217064], [24.940868778371335], [9.596738935013246], [27.48900346992942], [21.948198984954846], [-0.0438752393530113], [36.48237357224971], [4.908012048332149], [20.3485862977373], [-13.596101857828625], [41.03810239947564], [-22.171775570911382], [-11.97255815337937], [-22.366866978982433], [9.843905299640227], [-3.9055532878894788], [46.632860874554886], [-26.320354858868875], [-32.34029763366177], [9.849546294918298], [-11.743010497439847], [4.589299911222498], [5.4869669658813915], [-4.3123450344287555], [39.9087882788133], [-25.222180435786722], [-1.653348868706093], [8.589221419859175], [27.044600761165896], [-13.56859623210982], [-4.809513444767962], [4.947313318944374], [-18.960097516548068], [27.232207129405797], [-19.878537971856023], [-14.099549794392408], [39.93503575962226], [22.960638376211563]]",3205.7507820153687,3436.5889732094797
0.88,"[[150.31138668759516], [21.30133932286369], [-45.470200287309375], [202.06583212924215], [139.2610287251991], [11.211610685115337], [-17.011083910047432], [-116.923041392355], [103.04418362535317], [217.10051013344483], [116.95314950627673], [31.25696533441971], [58.3108856084664], [36.98171963328284], [9.907990078708586], [-16.624251000049473], [2.9855498172880597], [27.844931005335464], [-12.918357834696584], [33.71916454376453], [44.707873252346644], [-1.7967753797807404], [40.39769552249105], [-27.68959744991204], [-49.199551323686265], [2.0158347828849528], [1.088672058310688], [33.087819218613745], [24.831448346559945], [9.559112450236341], [27.27252167171846], [21.765069740382838], [-0.0530798080361381], [36.21113604167094], [4.886563805052878], [20.221293451807625], [-13.465623312872154], [40.80260833405524], [-22.162935414789512], [-12.088848724993303], [-22.290736082723157], [9.821327550041447], [-3.8313672272163], [46.50882550217599], [-26.22309889551671], [-32.26109183106261], [9.766005987769482], [-11.765312568385799], [4.5589524519986275], [5.628348742115596], [-4.286709188244496], [39.630518621337224], [-25.00924383149067], [-1.6725083509446232], [8.547571265982254], [26.950048893473515], [-13.500220634409168], [-5.023992725587121], [4.867938408667234], [-18.824458840711703], [27.06150228411132], [-19.903104677316783], [-13.972771563619713], [39.78355910011855], [22.929230204433104]]",3212.453877568456,3443.5878320232687
0.89,"[[150.30167114499264], [21.342620067532522], [-44.88344393968197], [200.97042425581006], [138.56616979520572], [11.36927016068079], [-16.608501926515785], [-116.4655564077462], [102.73422063845912], [215.86909505760997], [116.57790000672583], [30.952369738535136], [58.08073195729177], [36.89944140286786], [9.857077663244269], [-16.459763128175037], [2.902701934371971], [27.694981323711993], [-12.815144951722601], [33.67722729244613], [44.38621693304952], [-1.7798409427784119], [40.17078168820646], [-27.59296284210752], [-48.93596268144179], [1.8574892859992964], [1.0539896543916503], [32.849845536231506], [24.722864757738442], [9.52205115481446], [27.059620725292152], [21.584559575873605], [-0.06252046709676451], [35.94401937004788], [4.865217020900572], [20.09536631828275], [-13.337070672170935], [40.570347361821774], [-22.153066962199407], [-12.201548029910532], [-22.21497314424086], [9.798387510415896], [-3.758565510500894], [46.38487265601371], [-26.12712336302838], [-32.18189306911439], [9.68360762197827], [-11.78595144726806], [4.529178538272543], [5.766213706660003], [-4.261205418273936], [39.356185477729916], [-24.80001039006107], [-1.6917931457199007], [8.506181087054339], [26.85584638439345], [-13.432231526695052], [-5.232416192260956], [4.790239432443614], [-18.691123784948022], [26.892560874149886], [-19.926323907230476], [-13.848425633179833], [39.63374634339479], [22.89786776197255]]",3219.1152576833747,3450.558647549055
0.9,"[[150.29195224032625], [21.38234144909147], [-44.30701843622198], [199.88875506176583], [137.87962770878454], [11.523103679714254], [-16.213575257436514], [-116.01194002001392], [102.42602167223123], [214.65377399199264], [116.20441036773096], [30.65215836560929], [57.85136031764256], [36.81631288944831], [9.806514823787218], [-16.298097429312126], [2.821328369566885], [27.547473538206646], [-12.71324625746214], [33.63497734957258], [44.069004333155675], [-1.7635032543361913], [39.94612353860432], [-27.49775677074804], [-48.67630360488972], [1.702837742800822], [1.0200023283841786], [32.61501240802706], [24.61510905412534], [9.485534054182652], [26.850208889307584], [21.406615440472695], [-0.0721761683295905], [35.68092526715226], [4.843975669178147], [19.970789620742107], [-13.210406343351414], [40.34123741280197], [-22.142208551235818], [-12.310769799297226], [-22.139580961212864], [9.775109897314938], [-3.687118516284446], [46.261025691850534], [-26.03238859033061], [-32.102716464249625], [9.602325950869117], [-11.804992371141719], [4.499959469576886], [5.900659759162463], [-4.235840532269128], [39.08570164692928], [-24.594377790917708], [-1.7111769391266138], [8.465057627826814], [26.76200124291622], [-13.364635376968202], [-5.434983049281378], [4.714171552133733], [-18.560035279763227], [26.725363324890196], [-19.94823850383042], [-13.726435564329671], [39.48556181639799], [22.86654188617404]]",3225.7353724100885,3457.501430205071
0.91,"[[150.28223070892167], [21.420541941849173], [-43.740676671974896], [198.82053898344256], [137.20123109286868], [11.673212053744463], [-15.826117752488619], [-115.56213942510658], [102.1195728573536], [213.4542007757446], [115.8326942992882], [30.356244181749535], [57.622810663286685], [36.73239116502517], [9.756304161533777], [-16.13918362782772], [2.74140312371767], [27.402338511866187], [-12.61264304561159], [33.5924219973045], [43.75614162917869], [-1.747744192248799], [39.723690079465314], [-27.403938019369683], [-48.42047770824952], [1.5517754468183602], [0.9866819024038593], [32.38325575118942], [24.508172413058873], [9.449541236382636], [26.644197598991294], [21.23118571781612], [-0.08202710448305783], [35.421758683694335], [4.822843408705989], [19.84754797427751], [-13.085593583629654], [40.11519959622687], [-22.130397065231936], [-12.416623338956175], [-22.06456205505672], [9.75151811285851], [-3.6169972763209888], [46.137306640255034], [-25.93885672737665], [-32.02357634144621], [9.522136668560831], [-11.822497754038707], [4.471277346314054], [6.03178141166377], [-4.210620676832665], [38.8189826241672], [-24.392247653964585], [-1.730635354464673], [8.42420686984189], [26.66852087635589], [-13.297437940541968], [-5.631884326571109], [4.639691424445365], [-18.43113806904288], [26.559889965283638], [-19.968889635222187], [-13.606728253166855], [39.33897097941557], [22.835244246411115]]",3232.3146651193024,3464.4161978574375
0.92,"[[150.27250725095672], [21.45725895681742], [-43.18417916612954], [197.76549888602239], [136.53081369981086], [11.81969282189895], [-15.445948979691654], [-115.1161028144649], [101.81486051223492], [212.27003975828694], [115.46276391000225], [30.064542361330957], [57.39511993849184], [36.6477305401934], [9.706447830750493], [-15.982953758275075], [2.662900457406173], [27.259509824925203], [-12.513316673731252], [33.549568600917624], [43.447537711110144], [-1.732546213574464], [39.503450824249654], [-27.311466936185656], [-48.16839178320126], [1.4042014954517532], [0.9540017578274642], [32.154513311267365], [24.4020461433051], [9.414053807713957], [26.44150132821136], [21.058220175368287], [-0.09205463546432946], [35.16642767456451], [4.801823602334778], [19.725625915502423], [-12.962596481965843], [39.89215803803901], [-22.117667994995273], [-12.519213740377973], [-21.989918682827067], [9.727634320583121], [-3.5481734664976567], [46.01373628099902], [-25.846491642337995], [-31.944486275913466], [9.44301635667648], [-11.83852732960244], [4.443115028640596], [6.159669933555979], [-4.1855513873585934], [38.55594649237072], [-24.193525344708135], [-1.7501458167026582], [8.383634089594107], [26.57541212538857], [-13.230644310425655], [-5.823303289866744], [4.566757139939511], [-18.30437864008409], [26.396121062539383], [-19.988316877989515], [-13.489233748341995], [39.19394037957735], [22.80396728196952]]",3238.8535725971383,3471.3029753916157
0.93,"[[150.2627825332406], [21.49252887599608], [-42.637293770666204], [196.72336573968875], [135.86821420649466], [11.962640381177023], [-15.072894010574068], [-114.67377935311521], [101.51187113360415], [211.10096538541762], [115.09462980612722], [29.77697021994542], [57.16832224910011], [36.5623827074817], [9.656947572486654], [-15.829342070583003], [2.5857949117285983], [27.118923639720222], [-12.415248588095405], [33.5064245866412], [43.14310408246105], [-1.7178923338673755], [39.28537578605352], [-27.220305362495754], [-47.91995566837821], [1.260018615342473], [0.9219367358310984], [31.92872459454017], [24.29672168156984], [9.379053832637329], [26.242037458732106], [20.8876699160014], [-0.1022412193090223], [34.91484326909393], [4.780919334379122], [19.60500792978174], [-12.841379941221675], [39.67203972845783], [-22.104055498067947], [-12.618642079734881], [-21.915652848829062], [9.703479516330527], [-3.4806193971693915], [45.89033421277704], [-25.755258825539368], [-31.865459132290322], [9.364942434929091], [-11.853138285298375], [4.415456097795493], [6.284413489023882], [-4.16063763412655], [38.29651381900335], [-23.998119791101917], [-1.7696874269896847], [8.343343912271584], [26.482681296915395], [-13.164258964111838], [-6.009415826572586], [4.495328165037033], [-18.179705156777853], [26.23403685346372], [-20.00655829483295], [-13.37388508056872], [39.0504376066861], [22.772704144622722]]",3245.3525251404217,3478.1617943073697
0.9400000000000001,"[[150.25305719088854], [21.526387085369397], [-42.099795392385815], [195.6938783111252], [135.2132760231468], [12.102146110471082], [-14.706783214941023], [-114.2351191581325], [101.21059138795414], [209.9466618055044], [114.72830118445673], [29.493447149634754], [56.9424490409341], [36.47639687632839], [9.607804745814478], [-15.678284939933647], [2.510061326205808], [26.98051857368993], [-12.318420345656074], [33.462997421671695], [42.84275476476159], [-1.703766107275701], [39.06943546959639], [-27.13041656496124], [-47.675082125310986], [1.1191329975884938], [0.8904630450019837], [31.705830803454628], [24.19219058919479], [9.344524277623028], [26.045726156214595], [20.719487331778943], [-0.11257034757833817], [34.66691934791254], [4.760133427034325], [19.485678475921688], [-12.721909660370873], [39.45477437888451], [-22.089592455167338], [-12.715005605621526], [-21.841766315927504], [9.679073594545443], [-3.414308003006102], [45.767118918567725], [-25.665125299636408], [-31.786507101526198], [9.28789311525824], [-11.866385388775761], [4.388284819707332], [6.406097267431277], [-4.135883864866994], [38.04060755802141], [-23.80594331129301], [-1.7892408464108494], [8.30334036143409], [26.390334194900124], [-13.09828580704307], [-6.190390808784716], [4.42536528685131], [-18.057067395782862], [26.073617572760366], [-20.023650507591263], [-13.260618103057661], [38.90843125123991], [22.741448645522418]]",3251.8119466525136,3484.992692335715
0.9500000000000001,"[[150.24333182889984], [21.55886800667206], [-41.57146572759626], [194.67678286949663], [134.56584711129187], [12.23829848869095], [-14.34745206474301], [-113.80007327748646], [100.91100810375292], [208.80682249460236], [114.36378591947432], [29.21389455632945], [56.717529266451535], [36.38981990024512], [9.55902035678678], [-15.529720781055905], [2.435674854114644], [26.8442355798967], [-12.222813633402396], [33.419294596170914], [42.546406206286925], [-1.690151607458553], [38.85560086324817], [-27.041765171501478], [-47.43368672044768], [0.9814541421449303], [0.85955817546816], [31.48577477496608], [24.088444549027578], [9.310448958657], [25.85249025255883], [20.553626059813098], [-0.12302648486785395], [34.422572526009596], [4.739468455838299], [19.367622008534816], [-12.604152116808116], [39.24029428748189], [-22.074310523949958], [-12.808397916289337], [-21.768260616536196], [9.654435410319252], [-3.3492128324427295], [45.64410782694439], [-25.57605953557457], [-31.707641735601133], [9.211847359220155], [-11.878321106911468], [4.3615861107287905], [6.52480360708177], [-4.111294044086202], [37.788152956637646], [-23.616911451507626], [-1.8087881882413912], [8.263626904956006], [26.298376149319804], [-13.032728213012449], [-6.366390435059198], [4.356830560682027], [-17.936416685539783], [25.914843478560314], [-20.039628765967667], [-13.149371342070904], [38.767890864513255], [22.710195206056188]]",3258.232254739393,3491.7957130766654
0.96,"[[150.23360702364482], [21.59000512797738], [-41.05209300878033], [193.67183290610404], [133.92577981033213], [12.371183207325506], [-13.994740946575737], [-113.36859366928334], [100.61310826435098], [207.68114989940887], [114.00109064514855], [28.93823579941504], [56.49358954049514], [36.30269639667604], [9.510595085291666], [-15.383589966681152], [2.3626109755007287], [26.710017834549095], [-12.128410285372397], [33.37532360706764], [42.25397719478998], [-1.6770334092851655], [38.643843431104315], [-26.954317110587525], [-47.195687712897815], [0.8468947107979905], [0.8292008190370528], [31.268500921629062], [23.985475362448682], [9.276812492143316], [25.662255134208174], [20.39004094007488], [-0.13359501213906477], [34.18172204163], [4.718926764237831], [19.250822998278704], [-12.488074548796611], [39.02853421282344], [-22.058240190239616], [-12.898909127061268], [-21.69513706327721], [9.629582837489593], [-3.2853080368096474], [45.52131736962109], [-25.488031373906903], [-31.628873980231248], [9.136784838363734], [-11.888995718027061], [4.335345505356409], [6.640612112752893], [-4.086871689414933], [37.53907746660982], [-23.430942833376623], [-1.828312918031255], [8.224206497530455], [26.206812043357726], [-12.967589061729162], [-6.537570552369161], [4.28968726001825], [-17.817705847983294], [25.75769487542464], [-20.054527012258646], [-13.040085856858191], [38.62878692058015], [22.67893881235839]]",3264.6138608058654,3498.570905656539
0.97,"[[150.2238833242684], [21.61983103315659], [-40.54147176260993], [192.67878886695644], [133.29293067226936], [12.500883277749145], [-13.64849498236936], [-112.94063318141441], [100.31687900151675], [206.56935509705102], [113.64022083172769], [28.66639613334801], [56.27065428591806], [36.21506886002548], [9.462529309966031], [-15.239834749922274], [2.2908455081057184], [26.57781063104812], [-12.035192297546773], [33.331091943504255], [41.96538877403748], [-1.6643965712740378], [38.434135105115075], [-26.868039553720894], [-46.9610059475741], [0.7153703881530427], [0.7993707948780691], [31.05395517529262], [23.883274946546692], [9.243600248961027], [25.47494863606624], [20.2286879750496], [-0.14426217361066995], [33.94428965066379], [4.698510477311612], [19.13526595014797], [-12.37364493808678], [38.81943125504834], [-22.041410816846486], [-12.98662602856391], [-21.62239675930268], [9.604532823078745], [-3.2225683592139616], [45.39876303549517], [-25.401011951083426], [-31.55021420569327], [9.062685897347517], [-11.898457417729887], [4.309549125805482], [6.75359976737378], [-4.062619905221723], [37.29331065979049], [-23.247959010054046], [-1.847799760898602], [8.185081620008404], [26.115646338956743], [-12.902870773762313], [-6.704080959583498], [4.223899828907762], [-17.70088914281817], [25.602152135043287], [-20.068377942358538], [-12.932705108303601], [38.49109078016489], [22.647674973183577]]",3270.957170151703,3505.3183244037164
0.98,"[[150.21416125401333], [21.6483774302611], [-40.03940257871049], [191.69741789755284], [132.66716030411527], [12.6274791335655], [-13.308563857850311], [-112.51614553161428], [100.02230758954337], [205.47115747075378], [113.28118085786254], [28.398302651251456], [56.04874586979716], [36.12697776829144], [9.414823131314597], [-15.098399190354973], [2.2203546164219463], [26.447561280115846], [-11.943141840833274], [33.28660707377999], [41.68056416395235], [-1.6522266187399417], [38.22644827727731], [-26.782900860903517], [-46.72956475342632], [0.5867997501134576], [0.7700489803247099], [30.842084933265177], [23.781835331429093], [9.210798311452413], [25.290500940694848], [20.069524291128488], [-0.15501502695932134], [33.710199526211404], [4.67822151470328], [19.020935419985868], [-12.260831992735163], [38.6129247440065], [-22.02385069010402], [-13.071632236366211], [-21.550040608274188], [9.579301438332944], [-3.160969123232321], [45.27645942142941], [-25.314973630355123], [-31.471672235891845], [8.989531519576143], [-11.906752418798263], [4.284183653319346], [6.863841038193396], [-4.038541413708926], [37.05078414769062], [-23.067884330537193], [-1.867234615474417], [8.146254315821093], [26.024883100841354], [-12.838575343059366], [-6.866065693702442], [4.159433836561111], [-17.58592221423057], [25.44819571483039], [-20.08121306329115], [-12.827174835656423], [38.3547746562171], [22.616399680880523]]",3277.262582067626,3512.0380285417523
0.99,"[[150.20444131147147], [21.67567517886893], [-39.54569188861439], [190.7274935992095], [132.04833321756524], [12.751048728258079], [-12.974801658384855], [-112.09508528793809], [99.72938143987074], [204.38628440051187], [112.92397407836432], [28.13388423041762], [55.827884730901815], [36.038461683711006], [9.367476393172971], [-14.95922908359514], [2.1511148190647096], [26.319219015598147], [-11.852241272328847], [33.24187643365879], [41.3994286841847], [-1.6405095276125063], [38.02075579189372], [-26.69887052891862], [-46.50128984648086], [0.4611041393718196], [0.7412172464043048], [30.632839006820262], [23.68114865765853], [9.178393433136534], [25.108844482489445], [19.912508101647592], [-0.165841396606482], [33.47937816302399], [4.6580616028087425], [18.907816029363367], [-12.149605130147094], [38.40895613391666], [-22.005587064238586], [-13.154008332569402], [-21.47806932399878], [9.553903926602667], [-3.1004862214707973], [45.154420279995506], [-25.22988993696452], [-31.393257375784234], [8.917303295154834], [-11.913925045495958], [4.259236301099696], [6.97140797775928], [-4.014638583693051], [36.8114315048301], [-22.89064581163485], [-1.8866044739783003], [8.107726224714035], [25.93452601911286], [-12.77470436721803], [-7.023663299986591], [4.0962559340646685], [-17.47276203991563], [25.295806174601978], [-20.093062747501666], [-12.723442940777664], [38.21981158111234], [22.58510937522409]]",3283.530489930883,3518.730081898917
1.0,"[[150.1947239717637], [21.70175431644258], [-39.060151754379476], [189.76879579631367], [131.43631768554133], [12.871667628404115], [-12.647066711835318], [-111.67740784965437], [99.43808809617673], [203.31447096793673], [112.56860288788035], [27.873071479649717], [55.60808949902475], [35.94955734779683], [9.320488702638897], [-14.82227189417704], [2.08310299463474], [26.19273490556671], [-11.762473145028883], [33.196907415920336], [41.12190968093434], [-1.6292317088961497], [37.81703093790463], [-26.615919142252906], [-46.276109237421174], [0.3382075474676687], [0.7128583977423193], [30.426167571923617], [23.581207173806657], [9.146373000958562], [24.929913856544346], [19.757598671478085], [-0.17672982987858576], [33.251754286543346], [4.638032286264871], [18.795892478966774], [-12.039934460366112], [38.20746890409774], [-21.986646203682287], [-13.233831999856607], [-21.406483439723274], [9.528354748283341], [-3.04109610403885], [45.032658564385166], [-25.14573549732207], [-31.314978437268678], [8.845983390976452], [-11.920017822675753], [4.234694788755778], [7.076370320007454], [-3.990913457251488], [36.57518819565829], [-22.71617301708249], [-1.905897347955972], [8.069498614001215], [25.844578430508037], [-12.711259075677386], [-7.177007087031477], [4.03433381308733], [-17.361366882305287], [25.144964191501472], [-20.103956284123658], [-12.621459379374976], [38.086175375388756], [22.553800909883293]]",3289.7612813004457,3525.394552633179
